ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude
140972019,13/02/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,50,0,45-64,M,BLACK,1010984,261034,40.88311992,-73.90332097
140969343,13/02/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,40,0,25-44,M,BLACK,1005041,234533,40.81039849,-73.92489531
140977404,14/02/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,42,0,18-24,M,BLACK,1008691,238872,40.82229849,-73.91169413
140977401,14/02/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,42,0,18-24,M,BLACK,1008691,238872,40.82229849,-73.91169413
141000600,15/02/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252503,F,K,71,0,25-44,M,BLACK,999005,181250,40.66416202,-73.94681682
141000599,15/02/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252503,F,K,71,0,25-44,M,BLACK,999005,181250,40.66416202,-73.94681682
141008646,16/02/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,K,79,0,25-44,M,BLACK,999507,190206,40.68874337,-73.94498708
141020446,17/02/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252503,F,Q,115,0,18-24,M,WHITE HISPANIC,1018714,214946,40.75659468,-73.87560302
141016845,17/02/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,47,0,25-44,M,BLACK,1026486,262591,40.88733282,-73.84725001
141020121,17/02/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,42,2,18-24,M,BLACK,1009695,243535,40.83509425,-73.90804891
141034011,18/02/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252503,F,Q,115,0,18-24,M,WHITE HISPANIC,1018714,214946,40.75659468,-73.87560302
141033723,18/02/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,K,73,0,25-44,M,BLACK HISPANIC,1008228,183789,40.67111083,-73.91356336
141034030,18/02/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,S,120,0,18-24,M,WHITE HISPANIC,962822,174282,40.64502275,-74.07721685
141051362,19/02/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,44,73,25-44,F,BLACK,1005963,240409,40.82652424,-73.92154564
141051360,19/02/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,52,0,18-24,M,BLACK,1017440,256046,40.86940749,-73.87999831
141054690,19/02/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,M,10,0,25-44,M,BLACK,982756,210140,40.74347046,-74.005393
141036875,19/02/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,48,0,45-64,M,BLACK,1017239,246250,40.84252117,-73.88077326
141063874,20/02/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,40,0,18-24,M,BLACK,1005041,234533,40.81039849,-73.92489531
141069787,20/02/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,52,0,25-44,M,BLACK,1011708,254066,40.86399269,-73.90073126
141067739,20/02/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,Q,105,0,18-24,M,BLACK,1057767,203993,40.72629309,-73.73476085
141080232,21/02/2015,129,"MANSLAUGHTER,UNCLASSIFIED - NON NEGLIGENT",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252001,F,Q,108,0,25-44,M,BLACK,996932,209751,40.74239378,-73.95423531
141080255,21/02/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,Q,105,0,18-24,M,BLACK,1057767,203993,40.72629309,-73.73476085
141088172,22/02/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,47,0,18-24,M,BLACK,1022381,260534,40.88170569,-73.86210791
141115427,24/02/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,M,5,0,18-24,M,BLACK,983903,200257,40.71634415,-74.00125319
141152900,26/02/2015,129,"MANSLAUGHTER,UNCLASSIFIED - NON NEGLIGENT",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1251501,F,K,67,0,18-24,F,BLACK,997897,175677,40.64886713,-73.9508219
141149682,26/02/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,K,73,0,18-24,M,BLACK,1008228,183789,40.67111083,-73.91356336
141149660,26/02/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,K,81,0,18-24,M,BLACK,1005312,190540,40.68964821,-73.92405412
141167131,27/02/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,K,90,0,<18,M,BLACK HISPANIC,998016,196598,40.70629037,-73.95035033
141167256,27/02/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,M,23,0,<18,M,WHITE HISPANIC,998829,226859,40.78934789,-73.94735241
141167432,27/02/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,Q,106,0,25-44,M,WHITE HISPANIC,1028605,187930,40.68239829,-73.84007937
141167437,27/02/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,Q,106,0,25-44,M,WHITE HISPANIC,1028605,187930,40.68239829,-73.84007937
141174080,28/02/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,M,33,0,18-24,M,BLACK HISPANIC,1002078,245943,40.84172217,-73.93556864
141174083,28/02/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,M,33,0,18-24,M,WHITE HISPANIC,1002078,245943,40.84172217,-73.93556864
140813418,02/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,Q,115,0,18-24,M,WHITE HISPANIC,1018714,214946,40.75659468,-73.87560302
140816820,02/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,Q,114,0,18-24,M,BLACK,1007694,219657,40.76956124,-73.91536345
141221235,03/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,52,0,18-24,M,WHITE HISPANIC,1017440,256046,40.86940749,-73.87999831
141221470,03/03/2015,129,"MANSLAUGHTER,UNCLASSIFIED - NON NEGLIGENT",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252001,F,M,32,0,18-24,M,BLACK,999428,236544,40.81592955,-73.94516736
141870951,04/03/2015,129,"MANSLAUGHTER,UNCLASSIFIED - NON NEGLIGENT",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252001,F,K,73,0,45-64,M,BLACK,1008228,183789,40.67111083,-73.91356336
141875940,04/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,K,70,0,<18,M,BLACK,991591,169049,40.63068216,-73.97355397
142604970,05/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 12527AT,F,Q,105,0,25-44,M,BLACK,1057767,203993,40.72629309,-73.73476085
142604975,05/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 12527AT,F,Q,105,0,25-44,M,BLACK,1057767,203993,40.72629309,-73.73476085
144206336,07/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252503,F,K,81,0,18-24,M,BLACK,1005312,190540,40.68964821,-73.92405412
145859279,09/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,M,28,0,18-24,M,BLACK,997440,233857,40.80855768,-73.95235475
147473150,11/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252503,F,B,48,0,<18,M,BLACK HISPANIC,1011811,246833,40.84413995,-73.90038862
148266529,12/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,48,0,25-44,M,WHITE HISPANIC,1011811,246833,40.84413995,-73.90038862
148266532,12/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,48,0,25-44,M,WHITE HISPANIC,1011811,246833,40.84413995,-73.90038862
148256837,12/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,Q,105,0,25-44,M,BLACK,1057767,203993,40.72629309,-73.73476085
141382270,13/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,46,0,18-24,M,BLACK,1011751,250275,40.8535874,-73.90059136
141379903,13/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,K,60,0,25-44,M,BLACK,990824,149705,40.57758742,-73.97633607
141379913,13/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,K,83,0,25-44,M,WHITE HISPANIC,1007128,193705,40.69833089,-73.91749507
141382651,13/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252503,F,Q,111,0,18-24,M,BLACK,1048681,216305,40.76015719,-73.76742395
141393007,14/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,41,0,<18,M,WHITE HISPANIC,1013086,236614,40.81608766,-73.89582435
141390756,14/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,52,0,18-24,M,BLACK,1017440,256046,40.86940749,-73.87999831
141390792,14/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,44,0,25-44,F,BLACK,1006537,244511,40.83778162,-73.91945797
141390762,14/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,52,0,25-44,F,BLACK,1017440,256046,40.86940749,-73.87999831
141390752,14/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,52,0,<18,M,BLACK HISPANIC,1017440,256046,40.86940749,-73.87999831
141402570,15/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,Q,102,0,25-44,M,BLACK,1031076,193779,40.69843969,-73.83112954
141402566,15/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,Q,102,0,25-44,M,BLACK,1031076,193779,40.69843969,-73.83112954
141418849,16/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,47,0,25-44,M,BLACK,1026486,262591,40.88733282,-73.84725001
141410766,16/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,52,0,18-24,M,WHITE HISPANIC,1017440,256046,40.86940749,-73.87999831
141410829,16/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252502,F,M,32,0,25-44,M,BLACK,999428,236544,40.81592955,-73.94516736
141419083,16/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 125271A,F,Q,104,0,25-44,M,WHITE,1009889,203535,40.72530433,-73.90750048
141419086,16/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,Q,104,0,25-44,M,WHITE,1009889,203535,40.72530433,-73.90750048
141440127,18/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,M,25,0,<18,M,BLACK,1000598,231062,40.80088089,-73.94095381
141462274,18/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,Q,114,0,18-24,M,BLACK HISPANIC,1007694,219657,40.76956124,-73.91536345
141461850,18/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,52,0,<18,M,BLACK,1017440,256046,40.86940749,-73.87999831
141462023,18/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,K,60,0,18-24,M,BLACK,990824,149705,40.57758742,-73.97633607
141469415,18/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,M,25,0,18-24,M,BLACK,1000598,231062,40.80088089,-73.94095381
141498060,19/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252502,F,Q,104,0,18-24,M,WHITE HISPANIC,1013787,195967,40.70451983,-73.8934704
141510128,19/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,44,0,25-44,M,BLACK,1006537,244511,40.83778162,-73.91945797
141497704,19/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,44,0,45-64,M,BLACK,1006537,244511,40.83778162,-73.91945797
141519648,20/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,42,0,18-24,M,BLACK,1008691,238872,40.82229849,-73.91169413
141556965,22/03/2015,129,"MANSLAUGHTER,UNCLASSIFIED - NON NEGLIGENT",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252001,F,Q,104,0,<18,M,WHITE,1013787,195967,40.70451983,-73.8934704
141579736,23/03/2015,129,"MANSLAUGHTER,UNCLASSIFIED - NON NEGLIGENT",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1251501,F,B,45,0,45-64,M,WHITE,1032140,242004,40.83079891,-73.8269488
141608371,24/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252502,F,B,40,0,25-44,M,WHITE HISPANIC,1005041,234533,40.81039849,-73.92489531
141646428,25/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,K,60,0,25-44,M,BLACK,990824,149705,40.57758742,-73.97633607
141639779,25/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,47,0,18-24,M,BLACK,1026486,262591,40.88733282,-73.84725001
141639806,25/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,49,0,25-44,M,BLACK,1027430,251105,40.85580274,-73.84390995
141646414,25/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252504,F,K,84,0,25-44,M,BLACK,989235,189579,40.68703414,-73.98202677
141668260,26/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,K,61,0,18-24,M,BLACK,995118,155709,40.59406298,-73.96086869
141673533,26/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,M,9,0,18-24,M,BLACK,987633,203880,40.72628778,-73.987796
141668410,26/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,M,25,0,25-44,M,BLACK,1000598,231062,40.80088089,-73.94095381
141673708,26/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,Q,103,0,45-64,M,ASIAN / PACIFIC ISLANDER,1041879,197084,40.70744736,-73.79214177
141668550,26/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,S,120,0,18-24,M,BLACK HISPANIC,959807,172353,40.63972025,-74.08807435
141695580,27/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,Q,113,0,18-24,M,BLACK,1046405,187113,40.68004873,-73.77590919
141686194,27/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252503,F,Q,113,0,25-44,F,ASIAN / PACIFIC ISLANDER,1046405,187113,40.68004873,-73.77590919
141695583,27/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,Q,113,0,18-24,M,BLACK,1046405,187113,40.68004873,-73.77590919
141695582,27/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,Q,113,0,18-24,M,BLACK,1046405,187113,40.68004873,-73.77590919
141695578,27/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,Q,113,0,18-24,F,BLACK,1044220,189115,40.68555882,-73.78376909
141716230,28/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,K,75,0,18-24,M,BLACK,1017119,183909,40.67141166,-73.88151172
141716111,28/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,42,0,45-64,M,BLACK,1008691,238872,40.82229849,-73.91169413
141712507,28/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,52,0,45-64,M,BLACK HISPANIC,1017440,256046,40.86940749,-73.87999831
141716233,28/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,K,75,0,<18,M,BLACK,1017119,183909,40.67141166,-73.88151172
141752992,30/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,Q,113,0,18-24,M,BLACK,1046405,187113,40.68004873,-73.77590919
141768821,31/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,M,14,0,25-44,F,BLACK,988341,212669,40.75041111,-73.98523629
141780752,31/03/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252503,F,Q,105,0,45-64,M,WHITE HISPANIC,1057767,203993,40.72629309,-73.73476085
140831929,02/04/2015,129,"MANSLAUGHTER,UNCLASSIFIED - NON NEGLIGENT",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1251501,F,S,123,0,25-44,F,WHITE,932512,130238,40.52400578,-74.18610095
140835018,02/04/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,K,77,0,<18,M,BLACK,1003508,185056,40.67459999,-73.93057482
140831498,02/04/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252502,F,B,46,0,18-24,M,BLACK HISPANIC,1011751,250275,40.8535874,-73.90059136
140831847,02/04/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252502,F,Q,103,0,18-24,M,BLACK,1041879,197084,40.70744736,-73.79214177
141242236,03/04/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252503,F,B,44,0,25-44,M,BLACK HISPANIC,1006537,244511,40.83778162,-73.91945797
143445094,06/04/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,M,25,0,18-24,M,BLACK,1000598,231062,40.80088089,-73.94095381
143478094,06/04/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 125252H,F,M,5,0,25-44,M,BLACK,984103,201020,40.71843841,-74.00053174
144239339,07/04/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,K,79,0,<18,M,BLACK,999507,190206,40.68874337,-73.94498708
145049739,08/04/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 125251T,F,Q,102,0,18-24,M,BLACK,1031801,199218,40.71336458,-73.82847652
145049738,08/04/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,Q,102,0,18-24,M,BLACK,1031801,199218,40.71336458,-73.82847652
145049828,08/04/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,S,120,0,25-44,M,BLACK HISPANIC,962822,174282,40.64502275,-74.07721685
145049827,08/04/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,S,120,0,25-44,M,BLACK HISPANIC,962822,174282,40.64502275,-74.07721685
145049747,08/04/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,Q,102,0,18-24,M,BLACK,1031801,199218,40.71336458,-73.82847652
145049398,08/04/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,46,0,25-44,M,BLACK HISPANIC,1011751,250275,40.8535874,-73.90059136
145049407,08/04/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,42,0,25-44,M,BLACK,1008691,238872,40.82229849,-73.91169413
145886020,09/04/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252503,F,K,90,0,18-24,M,BLACK,998016,196598,40.70629037,-73.95035033
145891811,09/04/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,M,32,0,18-24,M,BLACK,1001382,239987,40.82537604,-73.93809929
145898741,09/04/2015,129,"MANSLAUGHTER,UNCLASSIFIED - NON NEGLIGENT",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252001,F,M,7,0,45-64,M,BLACK,988702,200012,40.71567057,-73.98394174
145891625,09/04/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,K,83,0,25-44,M,BLACK,1008283,192424,40.69481179,-73.9133343
145891631,09/04/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 125271A,F,K,83,0,25-44,M,BLACK,1002555,193680,40.69827292,-73.93398703
146653076,10/04/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252502,F,Q,105,0,18-24,M,BLACK,1057767,203993,40.72629309,-73.73476085
146645706,10/04/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252503,F,M,14,0,45-64,M,WHITE,986061,213320,40.7521987,-73.99346504
147504496,11/04/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,K,67,0,18-24,M,BLACK,1003786,172368,40.63977361,-73.92960936
147505442,11/04/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,K,67,0,<18,F,BLACK,1003786,172368,40.63977361,-73.92960936
147503683,11/04/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,46,0,25-44,F,WHITE HISPANIC,1011751,250275,40.8535874,-73.90059136
142099126,13/04/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,K,70,0,18-24,M,BLACK,991591,169049,40.63068216,-73.97355397
142087646,13/04/2015,129,"MANSLAUGHTER,UNCLASSIFIED - NON NEGLIGENT",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252001,F,K,83,0,65+,M,WHITE HISPANIC,1007128,193705,40.69833089,-73.91749507
142157981,15/04/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,41,0,45-64,M,WHITE HISPANIC,1013086,236614,40.81608766,-73.89582435
142164032,15/04/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,46,0,18-24,M,WHITE HISPANIC,1011751,250275,40.8535874,-73.90059136
142188397,16/04/2015,129,"MANSLAUGHTER,UNCLASSIFIED - NON NEGLIGENT",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252001,F,K,90,0,45-64,M,WHITE HISPANIC,998016,196598,40.70629037,-73.95035033
142188644,16/04/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,Q,113,0,18-24,M,BLACK,1046405,187113,40.68004873,-73.77590919
142188269,16/04/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252503,F,B,43,0,18-24,M,BLACK,1020183,239283,40.82338729,-73.87017045
142194504,16/04/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,B,43,0,18-24,M,WHITE HISPANIC,1022128,243069,40.83377064,-73.86312153
142222536,17/04/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,S,120,0,25-44,M,BLACK,962822,174282,40.64502275,-74.07721685
142217032,17/04/2015,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,Q,105,0,45-64,M,BLACK,1057767,203993,40.72629309,-73.73476085
